Year,Date,Race Name,Race Type,Field Size,Course,Position,Draw,Horse Name,SP (Decimal),Jockey,Trainer
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,,1,Adamant Approach,1.1,R Walsh,W P Mullins
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,,3,Bernardon,1.1,Richard Guest,M C Pipe
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,15,5,Dungarvans Choice,1.0,J R Kavanagh,Nicky Henderson
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,4,6,Eternal Spring,1.1,D Gallagher,James Fanshawe
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,22,7,Fireball Macnamara,101.0,Timmy Murphy,Mark Pitman
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,21,8,Forto,151.0,Robert Thornton,Dai Williams
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,10,9,Got One Too,1.1,Mick Fitzgerald,Nicky Henderson
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,16,10,Hitman,1.1,Barry Fenton,Mark Pitman
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,3,11,In Contrast,1.1,Richard Johnson,Philip Hobbs
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,13,12,Jaybejay,51.0,Tom Scudamore,M C Pipe
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,18,13,Mutakarrim,1.0,D J Casey,D K Weld
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,6,14,Native Scout,1.1,Norman Williamson,Donal Hassett
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,17,15,Never,34.0,T Doumen,F Doumen
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,7,17,Scottish Memories,51.0,Paul Carberry,Noel Meade
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,19,18,Snob Wells,101.0,Carl Llewellyn,Noel Meade
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,12,19,Soltero,41.0,Barry Geraghty,Mrs John Harrington
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,20,20,Sossus Vlei,51.0,Leighton Aspell,Peter Winkworth
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,8,21,Stars Out Tonight,34.0,Jim Culloty,Henrietta C Knight
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,,22,Three Lions,151.0,Barry Keniry,R S Brookhouse
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,,25,Best Wait,101.0,Conor O'Dwyer,T Hogan
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,1,26,Like-A-Butterfly,2.8,Charlie Swan,C Roche
2002,12 March 2002,Supreme Novices Hurdle,"Novice Hurdle - Grade 1 (Supreme, 2m)",22,Cheltenham,14,27,Detonateur,201.0,David Dennis,Ian Williams
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,5,2,Ballyamber,1.1,R Walsh,W P Mullins
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,,3,Ballyhampshire Boy,1.1,Barry Geraghty,Sean Aherne
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,4,5,ClassifiedI,6.0,A P McCoy,M C Pipe
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,15,6,Direct Bearing,1.0,Conor O'Dwyer,D K Weld
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,1,9,Galileo,1.1,Jason Maguire,Tom George
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,11,10,Inching Closer I,67.0,John McNamara,Ferdy Murphy
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,16,11,Irish Hussar,1.1,Mick Fitzgerald,Nicky Henderson
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,,13,Keen Leader,1.1,L Cooper,Jonjo O'Neill
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,6,17,Moss Harvey,34.0,Graham Lee,Malcolm Jefferson
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,2,18,Over The Bar I,1.1,Norman Williamson,E J O'Grady
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,17,20,Samon,1.1,Richard Guest,M C Pipe
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,,21,Tarxien,1.0,Rodi Greene,M C Pipe
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,12,22,Thari,34.0,Paul Carberry,Noel Meade
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,10,23,The Bajan Bandit,1.1,Tony Dobbin,L Lungo
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,14,24,The Villager,67.0,Carl Llewellyn,Nigel Twiston-Davies
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,7,25,Too Forward,34.0,D Gallagher,Mark Pitman
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,8,26,Woodys Blue Lagoon,51.0,D J Casey,Noel Meade
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,13,27,Yeoman's Point,1.1,Charlie Swan,C Roche
2002,12 March 2002,Ballymore Novices Hurdle,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",19,Cheltenham,18,28,Tucacas,51.0,Tom Scudamore,M C Pipe
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,4,1,Balapour,101.0,J P Elliott,Patrick O Brady
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,15,2,Burning Impulse,1.0,Tom Doyle,Paul Webber
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,18,4,Cashel Bay,67.0,Martin Mooney,Luke Comer
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,3,5,Diamond Joshua,67.0,Jim Culloty,John Berry
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,12,7,Hawkes Run,51.0,Noel Fehily,Charlie Mann
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,19,8,Heezapistol,1.1,R Walsh,W P Mullins
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,5,9,Hyderabad,34.0,D J Casey,M F Morris
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,9,14,Quazar,1.1,Conor O'Dwyer,Jonjo O'Neill
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,11,16,Riyadh,67.0,Barry Geraghty,M C Pipe
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,1,17,Scolardy,1.1,Charlie Swan,W P Mullins
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,8,18,Sud Bleu,1.1,Timmy Murphy,Paul Nicholls
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,17,19,Tender Cove,1.1,J R Barry,P Mullins
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,6,20,Turtleback,1.1,Norman Williamson,E J O'Grady
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,14,21,Valeureux,51.0,Graham Lee,J Hetherton
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,10,23,Vol Solitaire,1.1,Joe Tizzard,Paul Nicholls
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,7,24,Wesley Snype,51.0,L Metais,F Doumen
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,16,25,Eluna,1.1,David Dennis,Ian Williams
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,13,26,Live The Dream,34.0,Tom Scudamore,M C Pipe
2002,12 March 2002,Triumph Hurdle,"Juvenile Hurdle - Grade 1 (Triumph, 4yo)",19,Cheltenham,2,27,Newhall,1.1,F J,Flood F Flood
2002,12 March 2002,Arkle Challenge Trophy,"Novice Chase - Grade 1 (Arkle, 2m)",11,Cheltenham,6,1,Assessed,1.0,R Walsh,W P Mullins
2002,12 March 2002,Arkle Challenge Trophy,"Novice Chase - Grade 1 (Arkle, 2m)",11,Cheltenham,7,2,Barton,1.2,Tony Dobbin,Tim Easterby
2002,12 March 2002,Arkle Challenge Trophy,"Novice Chase - Grade 1 (Arkle, 2m)",11,Cheltenham,9,3,Ei Ei,101.0,W Worthington,Michael Chapman
2002,12 March 2002,Arkle Challenge Trophy,"Novice Chase - Grade 1 (Arkle, 2m)",11,Cheltenham,5,4,Fondmort,1.2,Mick Fitzgerald,Nicky Henderson
2002,12 March 2002,Arkle Challenge Trophy,"Novice Chase - Grade 1 (Arkle, 2m)",11,Cheltenham,1,6,Moscow Flyer,1.2,Barry Geraghty,Mrs John Harrington
2002,12 March 2002,Arkle Challenge Trophy,"Novice Chase - Grade 1 (Arkle, 2m)",11,Cheltenham,2,7,Seebald,3.5,A P McCoy,M C Pipe
2002,12 March 2002,Arkle Challenge Trophy,"Novice Chase - Grade 1 (Arkle, 2m)",11,Cheltenham,4,8,Truckers Tavern,1.1,John McNamara,Ferdy Murphy
2002,12 March 2002,Arkle Challenge Trophy,"Novice Chase - Grade 1 (Arkle, 2m)",11,Cheltenham,10,9,Youlneverwalkalone,1.1,Conor O'Dwyer,C Roche
2002,12 March 2002,Arkle Challenge Trophy,"Novice Chase - Grade 1 (Arkle, 2m)",11,Cheltenham,3,10,Armaturk,1.1,Timmy Murphy,Paul Nicholls
2002,12 March 2002,Arkle Challenge Trophy,"Novice Chase - Grade 1 (Arkle, 2m)",11,Cheltenham,,11,Jardin De Beaulieu,101.0,David Dennis,Ian Williams
2002,12 March 2002,Arkle Challenge Trophy,"Novice Chase - Grade 1 (Arkle, 2m)",11,Cheltenham,8,12,Kadarann,1.1,Joe Tizzard,Paul Nicholls
2002,12 March 2002,Queen Mother Champion Chase,Championship Chase - Grade 1 (Queen Mother),11,Cheltenham,3,1,Cenkos,67.0,Timmy Murphy,Paul Nicholls
2002,12 March 2002,Queen Mother Champion Chase,Championship Chase - Grade 1 (Queen Mother),11,Cheltenham,10,2,Desert Mountain I,51.0,Joe Tizzard,Paul Nicholls
2002,12 March 2002,Queen Mother Champion Chase,Championship Chase - Grade 1 (Queen Mother),11,Cheltenham,4,3,Edredon Bleu,1.2,A P McCoy,Henrietta C Knight
2002,12 March 2002,Queen Mother Champion Chase,Championship Chase - Grade 1 (Queen Mother),11,Cheltenham,8,4,Fadalko,1.1,R Walsh,Paul Nicholls
2002,12 March 2002,Queen Mother Champion Chase,Championship Chase - Grade 1 (Queen Mother),11,Cheltenham,1,5,Flagship Uberalles,2.8,Richard Johnson,Philip Hobbs
2002,12 March 2002,Queen Mother Champion Chase,Championship Chase - Grade 1 (Queen Mother),11,Cheltenham,6,6,Knife Edge,1.1,Paul Carberry,M J P O'Brien
2002,12 March 2002,Queen Mother Champion Chase,Championship Chase - Grade 1 (Queen Mother),11,Cheltenham,,7,Latalomne,1.1,V T Keane,Brian Ellison
2002,12 March 2002,Queen Mother Champion Chase,Championship Chase - Grade 1 (Queen Mother),11,Cheltenham,2,8,Native Upmanship,1.1,Conor O'Dwyer,A L T Moore
2002,12 March 2002,Queen Mother Champion Chase,Championship Chase - Grade 1 (Queen Mother),11,Cheltenham,11,9,Nordance Prince,67.0,Norman Williamson,Venetia Williams
2002,12 March 2002,Queen Mother Champion Chase,Championship Chase - Grade 1 (Queen Mother),11,Cheltenham,7,11,Turgeonev,1.0,Russ Garritty,Tim Easterby
2002,12 March 2002,Queen Mother Champion Chase,Championship Chase - Grade 1 (Queen Mother),11,Cheltenham,9,12,Wahiba Sands,1.1,Tony Dobbin,M C Pipe
2002,12 March 2002,Stayers' Hurdle,Championship Hurdle - Grade 1 (Stayers),11,Cheltenham,1,2,Baracouda,2.6,T Doumen,F Doumen
2002,12 March 2002,Stayers' Hurdle,Championship Hurdle - Grade 1 (Stayers),11,Cheltenham,5,4,Bounce Back,41.0,Barry Geraghty,M C Pipe
2002,12 March 2002,Stayers' Hurdle,Championship Hurdle - Grade 1 (Stayers),11,Cheltenham,8,7,Deano's Beeno,34.0,Rodi Greene,M C Pipe
2002,12 March 2002,Stayers' Hurdle,Championship Hurdle - Grade 1 (Stayers),11,Cheltenham,13,8,Effectual I,101.0,B J Crowley,Venetia Williams
2002,12 March 2002,Stayers' Hurdle,Championship Hurdle - Grade 1 (Stayers),11,Cheltenham,3,9,It Takes Time I,1.1,A P McCoy,M C Pipe
2002,12 March 2002,Stayers' Hurdle,Championship Hurdle - Grade 1 (Stayers),11,Cheltenham,7,10,Jair Du Cochet,1.1,Jacques Ricou,G Macaire
2002,12 March 2002,Stayers' Hurdle,Championship Hurdle - Grade 1 (Stayers),11,Cheltenham,10,11,Montalcino I,34.0,Norman Williamson,Venetia Williams
2002,12 March 2002,Stayers' Hurdle,Championship Hurdle - Grade 1 (Stayers),11,Cheltenham,12,12,Pelagos,201.0,Blythe Miller,F Bruce Miller
2002,12 March 2002,Stayers' Hurdle,Championship Hurdle - Grade 1 (Stayers),11,Cheltenham,,13,Sir Talbot,34.0,Timmy Murphy,Jim Old
2002,12 March 2002,Stayers' Hurdle,Championship Hurdle - Grade 1 (Stayers),11,Cheltenham,6,14,Spendid,1.1,Warren Marston,Alan King
2002,12 March 2002,Stayers' Hurdle,Championship Hurdle - Grade 1 (Stayers),11,Cheltenham,4,16,Telemoss,1.1,Brian Harding,Nicky Richards
2002,12 March 2002,Champion Hurdle,Championship Hurdle - Grade 1 (Champion Hurdle),11,Cheltenham,6,1,Ansar,51.0,Paul Carberry,D K Weld
2002,12 March 2002,Champion Hurdle,Championship Hurdle - Grade 1 (Champion Hurdle),11,Cheltenham,10,2,Chimes At Midnight,151.0,Martin Mooney,Luke Comer
2002,12 March 2002,Champion Hurdle,Championship Hurdle - Grade 1 (Champion Hurdle),11,Cheltenham,1,4,Hors La Loi III,1.1,D Gallagher,James Fanshawe
2002,12 March 2002,Champion Hurdle,Championship Hurdle - Grade 1 (Champion Hurdle),11,Cheltenham,5,6,Landing Light,4.3,Mick Fitzgerald,Nicky Henderson
2002,12 March 2002,Champion Hurdle,Championship Hurdle - Grade 1 (Champion Hurdle),11,Cheltenham,2,7,Marble Arch,1.0,R Walsh,Hughie Morrison
2002,12 March 2002,Champion Hurdle,Championship Hurdle - Grade 1 (Champion Hurdle),11,Cheltenham,8,8,Mister Morose,101.0,Carl Llewellyn,Nigel Twiston-Davies
2002,12 March 2002,Champion Hurdle,Championship Hurdle - Grade 1 (Champion Hurdle),11,Cheltenham,7,9,Mr Cool,101.0,Rodi Greene,M C Pipe
2002,12 March 2002,Champion Hurdle,Championship Hurdle - Grade 1 (Champion Hurdle),11,Cheltenham,12,11,Regal Exit,67.0,J R Kavanagh,Nicky Henderson
2002,12 March 2002,Champion Hurdle,Championship Hurdle - Grade 1 (Champion Hurdle),11,Cheltenham,11,12,Rostropovich I,101.0,D J Casey,M F Morris
2002,12 March 2002,Champion Hurdle,Championship Hurdle - Grade 1 (Champion Hurdle),11,Cheltenham,3,14,Bilboa,1.1,T Doumen,F Doumen
2002,12 March 2002,Champion Hurdle,Championship Hurdle - Grade 1 (Champion Hurdle),11,Cheltenham,9,15,Liss A Paoraigh,1.1,Norman Williamson,John E Kiely
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,25,1,Magnus,34.0,Barry Geraghty,M C Pipe
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,1,3,Ilnamar,1.0,Rodi Greene,M C Pipe
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,22,5,Havre De Thaix,51.0,Sebastien Zuliani,C G Diard
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,5,6,Majestic I,34.0,David Dennis,Ian Williams
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,13,7,Polar Champ,34.0,Joffret Huet,M C Pipe
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,3,8,Master Tern,1.1,Tony Dobbin,Jonjo O'Neill
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,4,9,Stromness,1.1,Robert Thornton,Alan King
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,18,10,Springfield Scally,34.0,Graham Lee,Steve Gollings
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,26,11,Golden Alpha,6.5,A P McCoy,M C Pipe
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,21,12,Tensile,1.0,Richard Johnson,Philip Hobbs
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,2,15,Joss Naylor,1.1,L Cooper,Jonjo O'Neill
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,8,17,Roveretto,1.1,Paddy Aspell,Mrs M Reveley
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,15,18,Fnan,1.1,Paul Carberry,Noel Meade
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,11,19,Secret Native,1.1,Daniel Howard,T J Taaffe
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,10,20,First Ballot,1.1,Barry Fenton,David Elsworth
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,20,21,Miss Fara,51.0,Benjamin Hitchcott,M C Pipe
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,9,22,Hunters Tweed,34.0,David O'Meara,P Beaumont
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,6,23,Hard To Start,1.1,Paul W Flynn,Philip Hobbs
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,24,24,Clandestine,34.0,Marcus Foley,Nicky Henderson
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,19,25,Cupboard Lover,34.0,J R Kavanagh,Nicky Henderson
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,23,26,Do Ye Know Wha,67.0,M Ahern,Roger Curtis
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,16,27,Yann's,41.0,Warren Marston,Richard Phillips
2002,12 March 2002,Coral Cup,"Handicap Hurdle (Coral Cup, 2m5f)",23,Cheltenham,7,28,Monifeth Man,51.0,D J Casey,M F Morris
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,6,1,Alexander Banquet,1.1,Barry Geraghty,W P Mullins
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,12,2,Bacchanal,1.2,Mick Fitzgerald,Nicky Henderson
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,1,4,Best Mate,1.1,Jim Culloty,Henrietta C Knight
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,2,5,Commanche Court,1.0,R Walsh,T M Walsh
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,8,6,Cyfor Malta,1.0,Rodi Greene,M C Pipe
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,11,7,Florida Pearl,1.1,Conor O'Dwyer,W P Mullins
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,9,8,Foxchapel King,1.1,D J Casey,M F Morris
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,10,11,Lord Noelie,1.1,Richard Guest,Henrietta C Knight
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,4,12,Marlborough,1.1,D Gallagher,Nicky Henderson
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,7,13,Moscow Express,67.0,J R Barry,Ms F M Crowley
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,,14,Sackville,34.0,John Cullen,Ms F M Crowley
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,3,15,See More Business,41.0,Joe Tizzard,Paul Nicholls
2002,12 March 2002,Gold Cup,Championship Chase - Grade 1 (Gold Cup),13,Cheltenham,5,18,What's Up Boys,34.0,Paul W Flynn,Philip Hobbs
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,3,3,Ad Hoc,1.1,R Walsh,Paul Nicholls
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,4,6,You're Agoodun,1.1,J R Kavanagh,M C Pipe
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,5,7,Royal Predica,1.0,Rodi Greene,M C Pipe
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,13,8,Robbo,1.0,Paddy Aspell,Mrs M Reveley
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,6,10,Gunther McBride,5.0,Richard Johnson,Philip Hobbs
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,7,11,Bindaree,1.0,Carl Llewellyn,Nigel Twiston-Davies
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,12,12,Struggles Glory,34.0,Benjamin Hitchcott,D C Robinson
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,,14,Europa,1.1,Russ Garritty,Tom Tate
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,8,15,Idole Des Fontaines,41.0,J L Guillochon,C G Diard
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,1,17,Frenchman's Creek,1.1,Paul Carberry,Hughie Morrison
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,9,19,Carryonharry,1.2,A P McCoy,M C Pipe
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,11,20,Goguenard I,34.0,Mick Fitzgerald,Nicky Henderson
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,2,21,Carbury Cross,1.0,L Cooper,Jonjo O'Neill
2002,12 March 2002,Novice Handicap Chase,Novice Handicap Chase,14,Cheltenham,10,22,Bramblehill Duke,41.0,B J Crowley,Venetia Williams
2002,12 March 2002,Brown Advisory Novices Chase,"Novice Chase - Grade 1 (Brown Advisory, 3m)",9,Cheltenham,3,2,Chives,34.0,Richard Guest,Henrietta C Knight
2002,12 March 2002,Brown Advisory Novices Chase,"Novice Chase - Grade 1 (Brown Advisory, 3m)",9,Cheltenham,5,3,Colonel Braxton,5.5,Norman Williamson,D T Hughes
2002,12 March 2002,Brown Advisory Novices Chase,"Novice Chase - Grade 1 (Brown Advisory, 3m)",9,Cheltenham,4,6,Frosty Canyon,1.1,D Gallagher,Paul Webber
2002,12 March 2002,Brown Advisory Novices Chase,"Novice Chase - Grade 1 (Brown Advisory, 3m)",9,Cheltenham,1,10,Hussard Collonges,34.0,Russ Garritty,P Beaumont
2002,12 March 2002,Brown Advisory Novices Chase,"Novice Chase - Grade 1 (Brown Advisory, 3m)",9,Cheltenham,2,12,Iznogoud,1.1,A P McCoy,M C Pipe
2002,12 March 2002,Brown Advisory Novices Chase,"Novice Chase - Grade 1 (Brown Advisory, 3m)",9,Cheltenham,6,14,Maximize,1.1,Jim Culloty,Henrietta C Knight
2002,12 March 2002,Brown Advisory Novices Chase,"Novice Chase - Grade 1 (Brown Advisory, 3m)",9,Cheltenham,,15,Risk Accessor,1.0,Conor O'Dwyer,C Roche
2002,12 March 2002,Brown Advisory Novices Chase,"Novice Chase - Grade 1 (Brown Advisory, 3m)",9,Cheltenham,,18,Valley Henry,1.1,Timmy Murphy,Paul Nicholls
2002,12 March 2002,Brown Advisory Novices Chase,"Novice Chase - Grade 1 (Brown Advisory, 3m)",9,Cheltenham,,19,Japhet,1.2,Benoit Gicquel,G Macaire
