No.,,Selection,"Age, Weight",RP,Previous Odds,Win/EW,SP
Non-runners,,,,,,,
22,"26U-1U
D","Ryan's Rocket - N/R (74)
J: Reserve 2
T: F O'brien","8-y-o
10st 8lb",159Spotlight,"7/1
13/2
15/2",7/1,SP
21,17-P42,"Golden Joy - N/R (37)
J: Reserve 1
T: G Elliott","7-y-o
10st 8lb",155Spotlight,"20/1
25/1
22/1",25/1,SP
,,,,,,,
No.,,Selection,"Age, Weight",RP,Previous Odds,Win/EW,SP
8,"11
D","Keep Him Company (72)
J: Jack Kennedy
T: G Elliott","6-y-o
11st 7lb",136Spotlight,"6/1
11/2
9/2",4/1,SP
9,1,"Love Sign D'aunou (45)
J: Mr P W Mullins
T: W P Mullins","5-y-o
11st 7lb",138Spotlight,"9/2
4/1
9/2",5/1,SP
13,"1
D","The Mourne Rambler (75)
J: Colin Keane
T: N Meade","5-y-o
11st 7lb",132Spotlight,"15/2
7/1
15/2",7/1,SP
21,"1
D","Quiryn (61)
J: Paul Townend
T: W P Mullins","4-y-o
10st 11lb",135Spotlight,"8/1
17/2
8/1",15/2,SP
1,"11
D","Bass Hunter (82)
J: Freddie Gordon
T: C Gordon","6-y-o
11st 7lb",133Spotlight,"9/1
17/2
9/1",10/1,SP
3,"11
D","Broadway Ted (37)
J: S Bowen
T: G Elliott","5-y-o
11st 7lb",137Spotlight,"16/1
14/1
16/1",14/1,SP
12,"1
D","The Irish Avatar (53)
J: H Cobden
T: W P Mullins","5-y-o
11st 7lb",133Spotlight,"10/1
11/1
12/1",14/1,SP
22,121,"Mets Ta Ceinture (132)
J: Harry Skelton
T: D Skelton","4-y-o
10st 4lb",127Spotlight,"12/1
14/1
16/1",14/1,SP
7,"214
D","It's Only A Game (37)
J: Mr J L Gleeson
T: M Brassil","5-y-o
11st 7lb",133Spotlight,"12/1
14/1
12/1",14/1,SP
19,"211
D","Moonverrin (38)
J: Mr F Maguire
T: M Hassett","5-y-o
11st",132Spotlight,"28/1
25/1
22/1",20/1,SP
2,"21
D","Boycetown (75)
J: Keith Donoghue
T: G P Cromwell","5-y-o
11st 7lb",123Spotlight,"28/1
33/1
28/1",25/1,SP
20,"1
D","Our Trigger (48)
J: Danny Mullins
T: W P Mullins","4-y-o
10st 11lb",136Spotlight,"18/1
20/1
22/1",25/1,SP
4,"13
D","Charismatic Kid (37)
J: Sam Ewing
T: G Elliott","5-y-o
11st 7lb",134Spotlight,"28/1
25/1
28/1",33/1,SP
18,"412
D","With Nolimit (37)
J: Mr H C Swan
T: G Elliott","5-y-o
11st 7lb",137Spotlight,"25/1
28/1
33/1",40/1,SP
17,"11
D","Wilde's Legacy (34)
J: G Sheehan
T: Jamie Snowden","5-y-o
11st 7lb",128Spotlight,"33/1
40/1
50/1",40/1,SP
6,"1
D","Diamant Dore (57)
J: B S Hughes
T: A Keatley","5-y-o
11st 7lb",127Spotlight,"40/1
50/1
66/1",50/1,SP
15,"2-1
D","The Wager (56)
J: Miss J Townend
T: W P Mullins","5-y-o
11st 7lb",119Spotlight,"40/1
50/1
66/1",50/1,SP
14,"1
D","The Skecher (41)
J: Tristan Durrell
T: D Skelton","5-y-o
11st 7lb",121Spotlight,"50/1
66/1
80/1",100/1,SP
11,426,"Tally Ho Back (52)
J: Sam Twiston-Davies
T: N & W Twiston-Davies","5-y-o
11st 7lb",124Spotlight,"80/1
100/1
80/1",100/1,SP
5,"116
CD","Chicker (115)
J: J J Burke
T: F O'brien","5-y-o
11st 7lb",121Spotlight,"50/1
66/1
80/1",100/1,SP
16,"13
D","Vango Can Go (82)
J: C J Todd
T: D Skelton","5-y-o
11st 7lb",120Spotlight,"100/1
125/1
150/1",125/1,SP
10,"451
D","Of Land And Sea (29)
J: Richard Condon
T: P Hennessy","5-y-o
11st 7lb",126Spotlight,"125/1
150/1
125/1",150/1,SP
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
