Year,Date,Time,Race Name,Generic Race Type,Course,Position,Draw,Horse Name,SP (Decimal),Jockey,Trainer
2010,Tue/16/Mar,02:05:00,Irish Independent Arkle Challenge Trophy Chase Grade 1,"Novice Chase - Grade 1 (Arkle, 2m)",Cheltenham,12,11,Woolcombe Folly (IRE),1.04,Nick Scholfield,Paul Nicholls
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,1,15,Chief Dan George (IRE),34,Paddy Aspell,James Moffatt
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,3,23,Ogee,1.13,Jimmy McCarthy,Renee Robeson
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,4,24,Offshore Account (IRE),34,D J Casey,C F Swan
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,5,1,The Tother One (IRE),1.07,R Walsh,Paul Nicholls
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,8,11,Nenuphar Collonges (FR),1.06,Wayne Hutchinson,Alan King
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,10,22,Officier De Reserve (FR),1.04,Aidan Coleman,Venetia Williams
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,11,20,Bible Lord (IRE),81,Mark Grant,Andy Turnell
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,12,10,Character Building I (IRE),1.08,Barry Geraghty,John Quinn
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,13,3,Comply Or Die (IRE),41,Danny Cook,David Pipe
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,14,2,Joe Lively (IRE),34,Joe Tizzard,Colin Tizzard
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,15,12,Kicks For Free (IRE),1.05,Christian Williams,Paul Nicholls
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,16,19,Stan (NZ),67,Harry Challoner,Venetia Williams
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,17,14,New Alco (FR),1.05,Graham Lee,Ferdy Murphy
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,BD,5,Casey Jones I (IRE),1.05,Paul Carberry,Noel Meade
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,BD,9,Exmoor Ranger (IRE),1.05,Tom O'Brien,Victor Dartnall
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,F,21,Knowhere (IRE),1.04,Tom Scudamore,Nigel Twiston-Davies
2010,Tue/16/Mar,02:40:00,William Hill Trophy Handicap Chase Grade 3,Novice Handicap Chase,Cheltenham,F,13,Bensalem (IRE),1.17,Robert Thornton,Alan King
2010,Tue/16/Mar,03:20:00,Smurfit Kappa Champion Hurdle Challenge Trophy Grade 1,Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,1,1,Binocular (FR),1.11,A P McCoy,Nicky Henderson
2010,Tue/16/Mar,03:20:00,Smurfit Kappa Champion Hurdle Challenge Trophy Grade 1,Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,2,5,Khyber Kim,1.14,Paddy Brennan,Nigel Twiston-Davies
2010,Tue/16/Mar,03:20:00,Smurfit Kappa Champion Hurdle Challenge Trophy Grade 1,Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,3,12,Zaynar (FR),1.13,Andrew Tinkler,Nicky Henderson
2010,Tue/16/Mar,03:20:00,Smurfit Kappa Champion Hurdle Challenge Trophy Grade 1,Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,4,2,Celestial Halo (IRE),1.14,R Walsh,Paul Nicholls
2010,Tue/16/Mar,03:20:00,Smurfit Kappa Champion Hurdle Challenge Trophy Grade 1,Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,6,9,Solwhit (FR),1.17,Davy Russell,C Byrnes
2010,Tue/16/Mar,03:20:00,Smurfit Kappa Champion Hurdle Challenge Trophy Grade 1,Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,7,6,Medermit (FR),1.09,Robert Thornton,Alan King
2010,Tue/16/Mar,03:20:00,Smurfit Kappa Champion Hurdle Challenge Trophy Grade 1,Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,8,4,Jumbo Rio (IRE),51,Andrew J McNamara,E J O'Grady
2010,Tue/16/Mar,03:20:00,Smurfit Kappa Champion Hurdle Challenge Trophy Grade 1,Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,9,7,Punjabi,1.13,Barry Geraghty,Nicky Henderson
2010,Tue/16/Mar,03:20:00,Smurfit Kappa Champion Hurdle Challenge Trophy Grade 1,Championship Hurdle - Grade 1 (Champion Hurdle),Cheltenham,12,11,Won In The Dark (IRE),41,Graham Lee,Sabrina J Harty
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,1,13,A New Story (IRE),1.04,A P Heskin,Michael Hourigan
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,2,3,L'Ami (FR),1.25,Mr J,T McNamara E Bolger
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,3,9,Lacdoudal (FR),1.04,Rhys Flint,Philip Hobbs
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,5,1,Garde Champetre (FR),2.75,Ms N Carberry,E Bolger
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,6,8,Freneys Well,1.07,Richie McLernon,E Bolger
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,7,11,Drombeag (IRE),34,Mark Walsh,E Bolger
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,8,14,Double Dizzy,1.05,Andrew Glassonbury,Bob Buckler
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,9,7,Cornish Sett (IRE),34,Nick Scholfield,Paul Nicholls
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,10,12,Heads Onthe Ground (IRE),1.04,Paul Carberry,E Bolger
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,11,6,Sizing Australia (IRE),1.18,A E Lynch,Henry De Bromhead
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,12,16,Tawnies (IRE),41,Phillip Enright,Thomas Gerard O'Leary
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,13,4,Preists Leap (IRE),34,Davy Russell,Thomas Gerard O'Leary
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,14,2,Monkerhostin (FR),1.09,Richard Johnson,Philip Hobbs
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,15,5,Silver Birch (IRE),1.05,Robbie Power,Gordon Elliott
2010,Tue/16/Mar,04:00:00,Glenfarclas Handicap Chase (A Cross Country Chase),Cross Country Chase,Cheltenham,16,15,Oceanos Des Obeaux (FR),101,Tom O'Brien,Philip Hobbs
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,1,1,Quevega (FR),2.5,R Walsh,W P Mullins
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,2,11,Carole's Legacy,1.05,Andrew Tinkler,Nicky Henderson
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,3,3,Voler La Vedette (IRE),1.44,Barry Geraghty,C A Murphy
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,4,8,Amber Brook (IRE),34,Paddy Brennan,Nigel Twiston-Davies
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,5,12,Easter Legend,1.09,Aidan Coleman,Emma Lavelle
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,6,9,Arctic Magic (IRE),34,Tom O'Brien,Stuart Kittow
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,7,10,Aura About You (IRE),1.04,Alain Cawley,Paul Nolan
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,8,7,Alasi,101,William Kennedy,Paul Webber
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,10,5,Argento Luna,34,Sam Jones,Oliver Sherwood
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,11,17,Sway (FR),1.11,A P McCoy,Jonjo O'Neill
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,12,15,Pepite De Soleil (FR),34,Robert Thornton,Paul Nicholls
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,13,4,Zarinava (IRE),1.04,Paul Moloney,Mrs John Harrington
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,14,16,Princess Rainbow (FR),201,Alan O'Keeffe,Jennie Candlish
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,15,14,Just Beware,201,Gemma Gracey-Davison,Zoe Davison
2010,Tue/16/Mar,04:40:00,David Nicholson Mares' Hurdle Grade 2,Mares Hurdle - Grade 1/2,Cheltenham,16,13,Here Comes Sally (IRE),101,Sean Flanagan,Paul Martin Pierce
2010,Wed/17/Mar,01:30:00,140th Year of The National Hunt Chase Challenge Cup (Amateur Riders' Novices' Chase),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,1,14,Poker De Sivola (FR),1.07,Ms K Walsh,Ferdy Murphy
2010,Wed/17/Mar,01:30:00,140th Year of The National Hunt Chase Challenge Cup (Amateur Riders' Novices' Chase),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,2,3,Becauseicouldntsee (IRE),1.15,Ms N Carberry,N F Glynn
2010,Wed/17/Mar,01:30:00,140th Year of The National Hunt Chase Challenge Cup (Amateur Riders' Novices' Chase),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,3,16,Prudent Honour (IRE),41,Mr M,J O'Connor Thomas Cooper
2010,Wed/17/Mar,01:30:00,140th Year of The National Hunt Chase Challenge Cup (Amateur Riders' Novices' Chase),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,5,10,Mobaasher (USA),7,Harry Challoner,Venetia Williams
2010,Wed/17/Mar,01:30:00,140th Year of The National Hunt Chase Challenge Cup (Amateur Riders' Novices' Chase),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,6,5,Fabalu (IRE),1.07,Mr R,O Harding Donald McCain
2010,Wed/17/Mar,01:30:00,140th Year of The National Hunt Chase Challenge Cup (Amateur Riders' Novices' Chase),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,7,6,Far More Serious (IRE),1.05,Mr Sam Waley-Cohen,Charlie Longsdon
2010,Wed/17/Mar,01:30:00,140th Year of The National Hunt Chase Challenge Cup (Amateur Riders' Novices' Chase),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,8,15,Presenting Forever (IRE),1.07,Mr O Greenall,Howard Johnson
2010,Wed/17/Mar,01:30:00,140th Year of The National Hunt Chase Challenge Cup (Amateur Riders' Novices' Chase),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,9,11,Noakarad De Verzee (FR),1.05,Mr David Maxwell,Giles Smyly
2010,Wed/17/Mar,01:30:00,140th Year of The National Hunt Chase Challenge Cup (Amateur Riders' Novices' Chase),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,10,9,Massasoit (IRE),1.08,Ryan Mahon,Paul Nicholls
2010,Wed/17/Mar,01:30:00,140th Year of The National Hunt Chase Challenge Cup (Amateur Riders' Novices' Chase),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,11,12,Pennek (FR),1.06,Joshua Moore,Alan King
2010,Wed/17/Mar,01:30:00,140th Year of The National Hunt Chase Challenge Cup (Amateur Riders' Novices' Chase),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,F,7,Gentle Ranger (IRE),1.04,Mr Joshua Guerriero,David Pipe
2010,Wed/17/Mar,01:30:00,140th Year of The National Hunt Chase Challenge Cup (Amateur Riders' Novices' Chase),"Amateur Novice Chase (NH Chase, 3m6f)",Cheltenham,F,18,Tinakellylad (IRE),1.05,Mr R P Quinlan,M F Morris
2010,Wed/17/Mar,02:05:00,Neptune Investment Management Novices' Hurdle (Registered As Baring Bingham Novices' Hurdle) Grade 1,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,1,8,Peddlers Cross (IRE),1.14,Jason Maguire,Donald McCain
2010,Wed/17/Mar,02:05:00,Neptune Investment Management Novices' Hurdle (Registered As Baring Bingham Novices' Hurdle) Grade 1,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,2,11,Reve De Sivola (FR),1.13,Daryl Jacob,Nick Williams
2010,Wed/17/Mar,02:05:00,Neptune Investment Management Novices' Hurdle (Registered As Baring Bingham Novices' Hurdle) Grade 1,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,3,12,Rite Of Passage,4.5,Robbie McNamara,D K Weld
2010,Wed/17/Mar,02:05:00,Neptune Investment Management Novices' Hurdle (Registered As Baring Bingham Novices' Hurdle) Grade 1,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,4,15,Summit Meeting,1.1,Robbie Power,Mrs John Harrington
2010,Wed/17/Mar,02:05:00,Neptune Investment Management Novices' Hurdle (Registered As Baring Bingham Novices' Hurdle) Grade 1,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,5,3,Finian's Rainbow (IRE),1.18,Barry Geraghty,Nicky Henderson
2010,Wed/17/Mar,02:05:00,Neptune Investment Management Novices' Hurdle (Registered As Baring Bingham Novices' Hurdle) Grade 1,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,7,7,Manyriverstocross (IRE),1.09,Robert Thornton,Alan King
2010,Wed/17/Mar,02:05:00,Neptune Investment Management Novices' Hurdle (Registered As Baring Bingham Novices' Hurdle) Grade 1,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,8,14,Some Present (IRE),1.07,Davy Russell,Thomas Mullins
2010,Wed/17/Mar,02:05:00,Neptune Investment Management Novices' Hurdle (Registered As Baring Bingham Novices' Hurdle) Grade 1,"Novice Hurdle - Grade 1 (Ballymore, 2m5f)",Cheltenham,9,1,Baily Rock (IRE),101,Martin Ferris,M F Morris
