Year,Date,Time,Race Name,Course,Position,Draw,Horse Name,SP,Jockey,Trainer
2004,Thu/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,2,8,Sir Rembrandt (IRE),33/1,Andrew Thornton R H Alner,Andrew Thornton R H Alner
2004,Thu/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,3,5,Harbour Pilot (IRE),20/1,Paul Carberry Noel Meade,Paul Carberry Noel Meade
2004,Thu/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,4,2,Beef Or Salmon (IRE),10/1,Timmy Murphy Michael Hourigan,Timmy Murphy Michael Hourigan
2004,Thu/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,5,4,First Gold (FR),12/1,T Doumen F Doumen,T Doumen F Doumen
2004,Thu/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,7,9,Therealbandit (IRE),15/2,A P McCoy M C Pipe,A P McCoy M C Pipe
2004,Thu/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,8,1,Alexander Banquet (IRE),80/1,R Walsh W P Mullins,R Walsh W P Mullins
2004,Thu/18/Mar,02:35,bonusprint.com Stayers' Hurdle Class A Grade 1,Cheltenham,1,6,Iris's Gift,9/2,Barry Geraghty Jonjo O'Neill,Barry Geraghty Jonjo O'Neill
2004,Thu/18/Mar,02:35,bonusprint.com Stayers' Hurdle Class A Grade 1,Cheltenham,2,1,Baracouda (FR),8/11F,T Doumen F Doumen,T Doumen F Doumen
2004,Thu/18/Mar,02:35,bonusprint.com Stayers' Hurdle Class A Grade 1,Cheltenham,3,2,Crystal D'Ainay (FR),8/1,Robert Thornton Alan King,Robert Thornton Alan King
2004,Thu/18/Mar,02:35,bonusprint.com Stayers' Hurdle Class A Grade 1,Cheltenham,4,12,Solerina (IRE),14/1,G T Hutchinson James Bowe,G T Hutchinson James Bowe
2004,Thu/18/Mar,02:35,bonusprint.com Stayers' Hurdle Class A Grade 1,Cheltenham,5,5,Holy Orders (IRE),33/1,R Walsh W P Mullins,R Walsh W P Mullins
2004,Thu/18/Mar,02:35,bonusprint.com Stayers' Hurdle Class A Grade 1,Cheltenham,6,11,Yogi (IRE),66/1,G Cotter Thomas Foley,G Cotter Thomas Foley
2004,Thu/18/Mar,02:35,bonusprint.com Stayers' Hurdle Class A Grade 1,Cheltenham,7,10,Tarxien,150/1,Jamie Moore M C Pipe,Jamie Moore M C Pipe
2004,Thu/18/Mar,02:35,bonusprint.com Stayers' Hurdle Class A Grade 1,Cheltenham,9,7,Redemption I,150/1,Carl Llewellyn Nigel Twiston-Davies,Carl Llewellyn Nigel Twiston-Davies
2004,Thu/18/Mar,02:35,bonusprint.com Stayers' Hurdle Class A Grade 1,Cheltenham,F,9,Sh BoomI,9/1,L Cooper Jonjo O'Neill,L Cooper Jonjo O'Neill
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,1,11,Made In Japan (JPN),20/1,Richard Johnson Philip Hobbs,Richard Johnson Philip Hobbs
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,2,6,Chief Yeoman,40/1,Tony Dobbin Venetia Williams,Tony Dobbin Venetia Williams
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,4,5,Cherub (GER),16/1,L Cooper Jonjo O'Neill,L Cooper Jonjo O'Neill
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,5,10,Howle Hill (IRE),25/1,Wayne Hutchinson Alan King,Wayne Hutchinson Alan King
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,6,1,Adopted Hero (IRE),7/1,A P McCoy Gary Moore,A P McCoy Gary Moore
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,7,14,Moulin Riche (FR),10/1,T Doumen F Doumen,T Doumen F Doumen
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,8,15,Raikkonen (IRE),66/1,Davy Russell W P Mullins,Davy Russell W P Mullins
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,9,17,Tamarinbleu (FR),33/1,Rodi Greene M C Pipe,Rodi Greene M C Pipe
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,10,20,Trouble At Bay (IRE),5/1F,Robert Thornton Alan King,Robert Thornton Alan King
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,11,4,Border Tale,100/1,Carl Llewellyn C Weedon,Carl Llewellyn C Weedon
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,12,21,Tusk,6/1,Jim Culloty Henrietta C Knight,Jim Culloty Henrietta C Knight
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,13,13,Mondul (GER),16/1,Ollie McPhail Milton Harris,Ollie McPhail Milton Harris
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,14,24,Zimbabwe,12/1,Jamie Moore Gary Moore,Jamie Moore Gary Moore
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,15,2,Al Eile (IRE),16/1,Timmy Murphy John Queally,Timmy Murphy John Queally
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,16,16,Seaforde (IRE),100/1,Conor O'Dwyer M F Morris,Conor O'Dwyer M F Morris
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,17,3,Analogy (IRE),100/1,Noel Fehily Charlie Mann,Noel Fehily Charlie Mann
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,18,22,Web Perceptions (USA),66/1,Benjamin Hitchcott Milton Harris,Benjamin Hitchcott Milton Harris
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,BD,12,Major Speculation (IRE),200/1,Tom Scudamore M C Pipe,Tom Scudamore M C Pipe
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,BD,18,Tarque (IRE),14/1,Sam Thomas Venetia Williams,Sam Thomas Venetia Williams
2004,Thu/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,F,23,Wild Passion (GER),12/1,Paul Carberry Noel Meade,Paul Carberry Noel Meade
2004,Thu/18/Mar,05:10,Cathcart Challenge Cup Chase Class A Grade 2,Cheltenham,1,5,Our Armageddon (NZ),9/1,Larry McGrath Richard Guest,Larry McGrath Richard Guest
2004,Thu/18/Mar,05:10,Cathcart Challenge Cup Chase Class A Grade 2,Cheltenham,2,4,Iris Royal (FR),11/4,Mick Fitzgerald Nicky Henderson,Mick Fitzgerald Nicky Henderson
2004,Thu/18/Mar,05:10,Cathcart Challenge Cup Chase Class A Grade 2,Cheltenham,3,2,Impek (FR),3/1,Jim Culloty Henrietta C Knight,Jim Culloty Henrietta C Knight
2004,Thu/18/Mar,05:10,Cathcart Challenge Cup Chase Class A Grade 2,Cheltenham,4,9,Hazeljack,100/1,James Davies Arthur Whiting,James Davies Arthur Whiting
2004,Thu/18/Mar,05:10,Cathcart Challenge Cup Chase Class A Grade 2,Cheltenham,5,11,Don Fernando,11/2,A P McCoy M C Pipe,A P McCoy M C Pipe
2004,Thu/18/Mar,05:10,Cathcart Challenge Cup Chase Class A Grade 2,Cheltenham,6,8,La Landiere (FR),5/2F,Richard Johnson Richard Phillips,Richard Johnson Richard Phillips
2004,Thu/18/Mar,05:10,Cathcart Challenge Cup Chase Class A Grade 2,Cheltenham,7,10,Penthouse Minstrel,100/1,Rodi Greene Ron Hodges,Rodi Greene Ron Hodges
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,1,8,Earthmover (IRE),14/1,Miss Amaryllis Goschen Paul Nicholls,Miss Amaryllis Goschen Paul Nicholls
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,2,14,Never Compromise (IRE),9/2,Alan Crowe T M Walsh,Alan Crowe T M Walsh
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,3,7,County Derry,16/1,Mr N Harris Jeremy Scott,Mr N Harris Jeremy Scott
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,4,16,Oneminutetofive,12/1,Mr G Elliott David Pipe,Mr G Elliott David Pipe
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,5,21,Spot Thedifference I (IRE),8/1,Mr J T McNamara E Bolger,Mr J T McNamara E Bolger
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,6,11,Irbee,100/1,Miss C Tizzard Paul Nicholls,Miss C Tizzard Paul Nicholls
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,7,4,Bright Approach I (IRE),14/1,Miss P Gundry Mrs O Bush,Miss P Gundry Mrs O Bush
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,8,22,Torduff Express (IRE),33/1,Mr Nick Williams Paul Nicholls,Mr Nick Williams Paul Nicholls
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,9,13,Mullensgrove,100/1,Miss S Phizacklea D Lowe,Miss S Phizacklea D Lowe
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,10,17,Polar Champ,25/1,Tom Malone David Pipe,Tom Malone David Pipe
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,F,24,Woodlands Beau (IRE),200/1,T J Dreaper Mrs S Alner,T J Dreaper Mrs S Alner
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,F,23,Upham Lord (IRE),33/1,Mr G Brewer P Beaumont,Mr G Brewer P Beaumont
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,F,2,Arctic Times (IRE),14/1,Mr W M O'Sullivan Eugene M O'Sullivan,Mr W M O'Sullivan Eugene M O'Sullivan
2004,Thu/18/Mar,04:00,Christie's Foxhunter Chase Challenge Cup Class B,Cheltenham,F,1,Always On The Line (IRE),50/1,Alex Merriam R Barber,Alex Merriam R Barber
2005,Fri/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,1,6,Kicking King (IRE),4/1F,Barry Geraghty T J Taaffe,Barry Geraghty T J Taaffe
2005,Fri/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,2,12,Take The Stand (IRE),25/1,Tony Dobbin Peter Bowen,Tony Dobbin Peter Bowen
2005,Fri/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,3,10,Sir Rembrandt (IRE),12/1,Andrew Thornton R H Alner,Andrew Thornton R H Alner
2005,Fri/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,5,5,Grey Abbey (IRE),15/2,Graham Lee Howard Johnson,Graham Lee Howard Johnson
2005,Fri/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,6,11,Strong Flow (IRE),5/1,R Walsh Paul Nicholls,R Walsh Paul Nicholls
2005,Fri/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,7,4,Celestial Gold (IRE),9/2,Timmy Murphy M C Pipe,Timmy Murphy M C Pipe
2005,Fri/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,8,2,Ballycassidy (IRE),80/1,Seamus Durack Peter Bowen,Seamus Durack Peter Bowen
2005,Fri/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,9,13,Therealbandit (IRE),16/1,A P McCoy M C Pipe,A P McCoy M C Pipe
2005,Fri/18/Mar,03:15,totesport Cheltenham Gold Cup Chase Class A Grade 1,Cheltenham,F,7,Pizarro (IRE),14/1,Davy Russell E J O'Grady,Davy Russell E J O'Grady
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,1,17,Penzance I,9/1,Robert Thornton Alan King,Robert Thornton Alan King
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,3,2,Akilak (IRE),7/2F,Graham Lee Howard Johnson,Graham Lee Howard Johnson
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,4,7,Cerium (FR),8/1,R Walsh Paul Nicholls,R Walsh Paul Nicholls
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,5,18,Phar Bleu (FR),66/1,Jim Culloty Georgina Nicholls,Jim Culloty Georgina Nicholls
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,6,22,Strangely Brown (IRE),11/1,D J Casey E McNamara,D J Casey E McNamara
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,7,10,Diego Cao (IRE),20/1,Jamie Moore Gary Moore,Jamie Moore Gary Moore
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,8,24,Yankeedoodledandy (IRE),14/1,Barry Keniry P C Haslam,Barry Keniry P C Haslam
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,9,4,Biscar Two (IRE),100/1,Christian Williams Bernard Llewellyn,Christian Williams Bernard Llewellyn
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,10,14,Loyal Focus (IRE),33/1,Paul Carberry D K Weld,Paul Carberry D K Weld
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,11,15,Majlis (JPN),20/1,A P McCoy M J P O'Brien,A P McCoy M J P O'Brien
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,12,1,Admiral (IRE),33/1,Henry Oliver Richard Guest,Henry Oliver Richard Guest
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,13,19,Simonovski (USA),300/1,Tom Doyle Simon Burrough,Tom Doyle Simon Burrough
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,15,20,Skyhawk (IRE),100/1,Denis O'Regan Henry De Bromhead,Denis O'Regan Henry De Bromhead
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,16,9,Danaw (FR),25/1,L Metais F Doumen,L Metais F Doumen
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,17,8,Courant D'Air (IRE),200/1,Paddy Brennan Lucinda Featherstone,Paddy Brennan Lucinda Featherstone
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,18,11,Don't Be Bitin (IRE),50/1,Davy Condon Eoin Griffin,Davy Condon Eoin Griffin
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,19,21,Sound Blaster (IRE),66/1,Davy Russell Liam McAteer,Davy Russell Liam McAteer
2005,Fri/18/Mar,02:00,JCB Triumph Hurdle Class A Grade 1,Cheltenham,21,3,Barati (IRE),16/1,Barry Geraghty M J P O'Brien,Barry Geraghty M J P O'Brien
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,1,10,Moulin Riche (FR),9/1,Robert Thornton F Doumen,Robert Thornton F Doumen
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,2,11,Over The Creek,5/1,Timmy Murphy M C Pipe,Timmy Murphy M C Pipe
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,4,2,Bob Bob Bobbin,20/1,Joe Tizzard Colin Tizzard,Joe Tizzard Colin Tizzard
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,5,15,Thames (IRE),13/2,Mick Fitzgerald Nicky Henderson,Mick Fitzgerald Nicky Henderson
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,6,14,Stage By Stage (USA),66/1,Jimmy McCarthy Charles Egerton,Jimmy McCarthy Charles Egerton
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,7,18,Without A Doubt I,66/1,Seamus Durack Mark Pitman,Seamus Durack Mark Pitman
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,8,7,Jackson I (FR),66/1,Wayne Hutchinson Alan King,Wayne Hutchinson Alan King
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,9,12,Romany Prince,33/1,Paul Carberry Steve Gollings,Paul Carberry Steve Gollings
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,10,19,Kings Bay,100/1,Jim Crowley Hughie Morrison,Jim Crowley Hughie Morrison
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,11,8,Keltic Rock,100/1,Mark Bradburne Jonathan Geake,Mark Bradburne Jonathan Geake
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,12,13,Senor Sedona,33/1,James Davies Nick Gifford,James Davies Nick Gifford
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,13,20,Lady Zephyr (IRE),14/1,Carl Llewellyn Nigel Twiston-Davies,Carl Llewellyn Nigel Twiston-Davies
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,14,17,Washington Lad (IRE),12/1,A P McCoy P A Fahy,A P McCoy P A Fahy
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,15,4,Dalvento (IRE),100/1,Andrew J McNamara John Joseph Murphy,Andrew J McNamara John Joseph Murphy
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,16,16,Va Vavoom (IRE),66/1,Tom Scudamore Nigel Twiston-Davies,Tom Scudamore Nigel Twiston-Davies
2005,Fri/18/Mar,02:35,Brit Insurance Novices' Hurdle Class A (Registered As The Spa Novices' Hurdle) Grade 2,Cheltenham,F,1,Bewleys Berry (IRE),11/2,Graham Lee Howard Johnson,Graham Lee Howard Johnson
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,1,16,Fota Island (IRE),7/1,Paul Carberry M F Morris,Paul Carberry M F Morris
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,2,17,Bambi De L'Orme (FR),16/1,Graham Lee Ian Williams,Graham Lee Ian Williams
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,3,5,Caracciola (GER),16/1,Marcus Foley Nicky Henderson,Marcus Foley Nicky Henderson
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,4,13,Tysou (FR),10/1,Mick Fitzgerald Nicky Henderson,Mick Fitzgerald Nicky Henderson
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,5,3,Impek (FR),12/1,Jim Culloty Henrietta C Knight,Jim Culloty Henrietta C Knight
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,6,15,Greenhope (IRE),20/1,Andrew Tinkler Nicky Henderson,Andrew Tinkler Nicky Henderson
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,7,7,Master Rex,40/1,Noel Fehily Ben De Haan,Noel Fehily Ben De Haan
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,8,9,Bleu Superbe (FR),66/1,Sam Thomas Venetia Williams,Sam Thomas Venetia Williams
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,9,1,Armaturk (FR),40/1,Christian Williams Paul Nicholls,Christian Williams Paul Nicholls
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,10,21,Latalomne (USA),66/1,Paul Robson Noel Wilson,Paul Robson Noel Wilson
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,11,20,Batswing,66/1,Jamie Moore Gary Moore,Jamie Moore Gary Moore
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,13,18,Atum Re (IRE),50/1,James Davies Paul Webber,James Davies Paul Webber
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,14,10,L'Ange Au Ciel (FR),9/2F,R Walsh Paul Nicholls,R Walsh Paul Nicholls
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,15,14,Almaydan,5/1,Robert Thornton Richard Lee,Robert Thornton Richard Lee
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,16,6,Bonus Bridge (IRE),25/1,Mark Bradburne Henry Daly,Mark Bradburne Henry Daly
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,17,23,Jericho III (FR),66/1,Larry McGrath 3 Richard Guest,Larry McGrath 3 Richard Guest
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,18,2,Flagship Uberalles (IRE),50/1,Richard Johnson Philip Hobbs,Richard Johnson Philip Hobbs
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,19,8,Palua,50/1,Jimmy McCarthy Emma Lavelle,Jimmy McCarthy Emma Lavelle
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,20,24,Davoski,100/1,Dr P Pritchard 5 Dr P Pritchard,Dr P Pritchard 5 Dr P Pritchard
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,F,11,Tango Royal (FR),28/1,Timmy Murphy M C Pipe,Timmy Murphy M C Pipe
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,F,19,Stormy Lord (IRE),66/1,Brian Harding John Wade,Brian Harding John Wade
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,F,12,Ground Ball (IRE),10/1,D J Casey C F Swan,D J Casey C F Swan
2005,Fri/18/Mar,04:40,Johnny Henderson Grand Annual Chase Challenge Cup (Handicap) Class A Grade 3,Cheltenham,F,4,Great Travel (FR),12/1,A P McCoy Paul Nicholls,A P McCoy Paul Nicholls
2005,Fri/18/Mar,05:20,Vincent O'Brien County Handicap Hurdle Class A Grade 3,Cheltenham,1,30,Fontanesi (IRE),16/1,Timmy Murphy M C Pipe,Timmy Murphy M C Pipe
2005,Fri/18/Mar,05:20,Vincent O'Brien County Handicap Hurdle Class A Grade 3,Cheltenham,2,27,Stance,11/1,D J Casey Gary Moore,D J Casey Gary Moore
2005,Fri/18/Mar,05:20,Vincent O'Brien County Handicap Hurdle Class A Grade 3,Cheltenham,3,26,Borora,200/1,Tom Doyle Richard Lee,Tom Doyle Richard Lee
2005,Fri/18/Mar,05:20,Vincent O'Brien County Handicap Hurdle Class A Grade 3,Cheltenham,4,19,Grande Jete (SAF),14/1,Marcus Foley Nicky Henderson,Marcus Foley Nicky Henderson
2005,Fri/18/Mar,05:20,Vincent O'Brien County Handicap Hurdle Class A Grade 3,Cheltenham,5,13,Crossbow Creek,16/1,Jim Crowley Mark Rimell,Jim Crowley Mark Rimell
2005,Fri/18/Mar,05:20,Vincent O'Brien County Handicap Hurdle Class A Grade 3,Cheltenham,6,23,Monte Cinto (FR),8/1,R Walsh Paul Nicholls,R Walsh Paul Nicholls
2005,Fri/18/Mar,05:20,Vincent O'Brien County Handicap Hurdle Class A Grade 3,Cheltenham,8,3,Geos (FR),33/1,Tommy Phelan 5 Nicky Henderson,Tommy Phelan 5 Nicky Henderson
2005,Fri/18/Mar,05:20,Vincent O'Brien County Handicap Hurdle Class A Grade 3,Cheltenham,9,25,Mcbain (USA),66/1,Paul W Flynn Philip Hobbs,Paul W Flynn Philip Hobbs
2005,Fri/18/Mar,05:20,Vincent O'Brien County Handicap Hurdle Class A Grade 3,Cheltenham,11,24,Beechcourt,9/2F,Paul Carberry M J P O'Brien,Paul Carberry M J P O'Brien
2005,Fri/18/Mar,05:20,Vincent O'Brien County Handicap Hurdle Class A Grade 3,Cheltenham,12,2,Perouse,20/1,Christian Williams Paul Nicholls,Christian Williams Paul Nicholls
2005,Fri/18/Mar,05:20,Vincent O'Brien County Handicap Hurdle Class A Grade 3,Cheltenham,13,6,King Revo (IRE),10/1,Barry Keniry P C Haslam,Barry Keniry P C Haslam
2005,Fri/18/Mar,05:20,Vincent O'Brien County Handicap Hurdle Class A Grade 3,Cheltenham,14,28,Dancing Pearl,50/1,Wayne Hutchinson Cecil Price,Wayne Hutchinson Cecil Price
